,F1,AUC,Mean Minority Recall
"('solar_flare_m0', 'Logistic Regression', 'Oversampling')",0.17929229042307215,0.7597532420409779,0.5604395604395604
"('solar_flare_m0', 'Logistic Regression', 'Gamma')",0.17640316425393665,0.7735309109129864,0.5604395604395604
"('solar_flare_m0', 'Random Forest', 'No Sampling')",0.08186274509803922,0.7712789019156945,0.058241758241758236
"('solar_flare_m0', 'Random Forest', 'SMOTE')",0.13665851057155404,0.7663180058934775,0.1318681318681319
"('solar_flare_m0', 'Random Forest', 'ADASYN')",0.12077972709551657,0.7580188208018396,0.1318681318681319
"('solar_flare_m0', 'Random Forest', 'Undersampling')",0.19536876858108734,0.775882183853882,0.7505494505494505
"('solar_flare_m0', 'Random Forest', 'Oversampling')",0.20973467035473564,0.7545531669588275,0.36483516483516487
"('solar_flare_m0', 'Random Forest', 'Gamma')",0.2179351259348968,0.7418796690730652,0.38021978021978026
"('solar_flare_m0', 'SVM', 'No Sampling')",0.0,0.5678426683379514,0.0
"('solar_flare_m0', 'SVM', 'SMOTE')",0.16777088417606936,0.7496567190670965,0.5758241758241758
"('solar_flare_m0', 'SVM', 'ADASYN')",0.17650139864043374,0.7488240140362781,0.6197802197802198
"('solar_flare_m0', 'SVM', 'Undersampling')",0.18605917575717199,0.7459314820399726,0.6615384615384615
"('solar_flare_m0', 'SVM', 'Oversampling')",0.17141162074507485,0.743435785912201,0.5582417582417583
"('solar_flare_m0', 'SVM', 'Gamma')",0.14849272714496523,0.7575637805590636,0.5758241758241758
"('solar_flare_m0', 'KNN', 'No Sampling')",0.12644927536231884,0.6288512666578705,0.0879120879120879
"('solar_flare_m0', 'KNN', 'SMOTE')",0.21792052781526464,0.67091945790059,0.4010989010989011
"('solar_flare_m0', 'KNN', 'ADASYN')",0.20466187688199072,0.6627221442079934,0.3857142857142857
"('solar_flare_m0', 'KNN', 'Undersampling')",0.19002565819386916,0.7284240130938244,0.4714285714285714
"('solar_flare_m0', 'KNN', 'Oversampling')",0.17335338345864662,0.630087420441194,0.14725274725274723
"('solar_flare_m0', 'KNN', 'Gamma')",0.1829858607281725,0.6356277370428314,0.2054945054945055
"('thyroid_sick', 'Logistic Regression', 'No Sampling')",0.15370475234118805,0.920227933334352,0.08658649398704903
"('thyroid_sick', 'Logistic Regression', 'SMOTE')",0.45078096505211407,0.9380822596272346,0.8830712303422755
"('thyroid_sick', 'Logistic Regression', 'ADASYN')",0.4490678580176697,0.9393131850608398,0.8787234042553191
"('thyroid_sick', 'Logistic Regression', 'Undersampling')",0.3269368711682044,0.9015646281813833,0.852913968547641
"('thyroid_sick', 'Logistic Regression', 'Oversampling')",0.4459149648120227,0.9423874569871267,0.8786308973172987
"('thyroid_sick', 'Logistic Regression', 'Gamma')",0.3276646527269914,0.9199294629529702,0.9222016651248843
"('thyroid_sick', 'Random Forest', 'No Sampling')",0.8379817918939129,0.9941759070403939,0.7664199814986123
"('thyroid_sick', 'Random Forest', 'SMOTE')",0.8683003937582585,0.9959645889267676,0.8399629972247918
"('thyroid_sick', 'Random Forest', 'ADASYN')",0.8747352645011235,0.9953367522561324,0.8444033302497687
"('thyroid_sick', 'Random Forest', 'Undersampling')",0.7102917975317713,0.9901703441110221,0.9481036077705827
"('thyroid_sick', 'Random Forest', 'Oversampling')",0.8748491845139998,0.9966594211265182,0.8443108233117483
"('thyroid_sick', 'Random Forest', 'Gamma')",0.8026791495754205,0.9864067086109886,0.7710453283996299
"('thyroid_sick', 'SVM', 'No Sampling')",0.0,0.9485819548422576,0.0
"('thyroid_sick', 'SVM', 'SMOTE')",0.48642083734096664,0.9489424438967384,0.8742830712303423
"('thyroid_sick', 'SVM', 'ADASYN')",0.4810180881160588,0.9494399827137275,0.8612395929694727
"('thyroid_sick', 'SVM', 'Undersampling')",0.34193684963117715,0.9174284579988404,0.8787234042553191
"('thyroid_sick', 'SVM', 'Oversampling')",0.4831370000104533,0.9497827744065657,0.8742830712303423
"('thyroid_sick', 'SVM', 'Gamma')",0.3287184568470073,0.9216755779405839,0.9222016651248843
"('thyroid_sick', 'KNN', 'No Sampling')",0.5000502081332963,0.8215591971683661,0.3812210915818686
"('thyroid_sick', 'KNN', 'SMOTE')",0.5293354598617757,0.837876350179978,0.602127659574468
"('thyroid_sick', 'KNN', 'ADASYN')",0.5161218333487241,0.8355862627657757,0.6063829787234043
"('thyroid_sick', 'KNN', 'Undersampling')",0.4148173813144254,0.9025432717414322,0.8659574468085106
"('thyroid_sick', 'KNN', 'Oversampling')",0.5224294633463914,0.8186569020994888,0.5802035152636448
"('thyroid_sick', 'KNN', 'Gamma')",0.4271400580632288,0.8163082842895741,0.4676225716928769
"('us_crime', 'Logistic Regression', 'No Sampling')",0.49384327972370234,0.9238306625819881,0.39333333333333337
"('us_crime', 'Logistic Regression', 'SMOTE')",0.4800033252386194,0.915264718589215,0.78
"('us_crime', 'Logistic Regression', 'ADASYN')",0.45943123543123543,0.9122285063430343,0.7933333333333333
"('us_crime', 'Logistic Regression', 'Undersampling')",0.45491086571867845,0.9198620930049881,0.8733333333333334
"('us_crime', 'Logistic Regression', 'Oversampling')",0.47884780453430337,0.915084835630965,0.8
"('us_crime', 'Logistic Regression', 'Gamma')",0.46247383938409997,0.9175548878677192,0.82
"('us_crime', 'Random Forest', 'No Sampling')",0.4640830280830281,0.9120039472133851,0.36
"('us_crime', 'Random Forest', 'SMOTE')",0.4841226002921785,0.9163514296374847,0.49333333333333335
"('us_crime', 'Random Forest', 'ADASYN')",0.48937981970240035,0.9077594900043204,0.5266666666666666
"('us_crime', 'Random Forest', 'Undersampling')",0.4467362049714991,0.9140187443541101,0.8666666666666666
"('us_crime', 'Random Forest', 'Oversampling')",0.4583646894770682,0.9170821305133343,0.38
"('us_crime', 'Random Forest', 'Gamma')",0.5264573731107463,0.9163297297828052,0.6
"('us_crime', 'SVM', 'No Sampling')",0.5101337543099047,0.9171612957071599,0.39333333333333337
"('us_crime', 'SVM', 'SMOTE')",0.4709611274314316,0.9103988943874946,0.7666666666666666
"('us_crime', 'SVM', 'ADASYN')",0.4499389121374495,0.9037615863477475,0.78
"('us_crime', 'SVM', 'Undersampling')",0.437572939227368,0.9152804288912455,0.86
"('us_crime', 'SVM', 'Oversampling')",0.4453020634429768,0.9063322336121912,0.76
"('us_crime', 'SVM', 'Gamma')",0.45671088945614874,0.9104144083107497,0.8266666666666668
"('us_crime', 'KNN', 'No Sampling')",0.4157291543309781,0.7587770511763088,0.32666666666666666
"('us_crime', 'KNN', 'SMOTE')",0.4403190377046718,0.8346048613565845,0.7133333333333333
"('us_crime', 'KNN', 'ADASYN')",0.42970994564894277,0.8323694817564118,0.7066666666666667
"('us_crime', 'KNN', 'Undersampling')",0.4054292973068058,0.8586695092494402,0.8200000000000001
"('us_crime', 'KNN', 'Oversampling')",0.4231132723112128,0.75499936176898,0.47333333333333333
"('us_crime', 'KNN', 'Gamma')",0.4003180644956135,0.835050199324457,0.72
"('wine_quality', 'Logistic Regression', 'No Sampling')",0.020512820512820513,0.7717400857909873,0.010810810810810811
"('wine_quality', 'Logistic Regression', 'SMOTE')",0.17401366351072192,0.7741498125909579,0.6442942942942944
"('wine_quality', 'Logistic Regression', 'ADASYN')",0.17511863224637492,0.7760248583684427,0.6606606606606606
"('wine_quality', 'Logistic Regression', 'Undersampling')",0.16238703611525912,0.7604875819616012,0.627927927927928
"('wine_quality', 'Logistic Regression', 'Oversampling')",0.1679039164530301,0.7712377276534224,0.6606606606606606
"('wine_quality', 'Logistic Regression', 'Gamma')",0.16291829805983737,0.7762598759947646,0.7211711711711712
"('wine_quality', 'Random Forest', 'No Sampling')",0.26815269272768666,0.8815332034048895,0.16381381381381382
"('wine_quality', 'Random Forest', 'SMOTE')",0.4209807596852405,0.8796784589467517,0.4373873873873874
"('wine_quality', 'Random Forest', 'ADASYN')",0.4002246269039437,0.8766900251258682,0.4102102102102102
"('wine_quality', 'Random Forest', 'Undersampling')",0.22444651450602615,0.8512155315442698,0.7806306306306308
"('wine_quality', 'Random Forest', 'Oversampling')",0.3360362285468669,0.8980287816979228,0.22387387387387392
"('wine_quality', 'Random Forest', 'Gamma')",0.34750164876578105,0.8749968950923351,0.31711711711711715
"('wine_quality', 'SVM', 'No Sampling')",0.0,0.6258388823606216,0.0
"('wine_quality', 'SVM', 'SMOTE')",0.18010615321842255,0.7791972778717211,0.6442942942942943
"('wine_quality', 'SVM', 'ADASYN')",0.18440282824133183,0.7825435722042295,0.6663663663663664
"('wine_quality', 'SVM', 'Undersampling')",0.17785236130176668,0.7619976020559266,0.5731231231231231
"('wine_quality', 'SVM', 'Oversampling')",0.1824316792546316,0.7745868880545445,0.6503003003003003
"('wine_quality', 'SVM', 'Gamma')",0.17183532555049583,0.7857640779698044,0.7154654654654655
"('wine_quality', 'KNN', 'No Sampling')",0.13288258873715625,0.6871385967091163,0.08693693693693694
"('wine_quality', 'KNN', 'SMOTE')",0.24198915458436182,0.7327401367433181,0.534084084084084
"('wine_quality', 'KNN', 'ADASYN')",0.23124058026338007,0.7303378139539327,0.522972972972973
"('wine_quality', 'KNN', 'Undersampling')",0.13422902697971134,0.699506001229225,0.60015015015015
"('wine_quality', 'KNN', 'Oversampling')",0.32209271887519975,0.6905602845687682,0.38708708708708717
"('wine_quality', 'KNN', 'Gamma')",0.21031492145504882,0.7148892264480813,0.4848348348348349
"('yeast_me2', 'Logistic Regression', 'No Sampling')",0.0,0.8861892209785779,0.0
"('yeast_me2', 'Logistic Regression', 'SMOTE')",0.26286217215279006,0.881899320192003,0.7272727272727273
"('yeast_me2', 'Logistic Regression', 'ADASYN')",0.25931677018633537,0.8808034094508596,0.7654545454545455
"('yeast_me2', 'Logistic Regression', 'Undersampling')",0.25587157778488323,0.89157239656131,0.8618181818181819
"('yeast_me2', 'Logistic Regression', 'Oversampling')",0.26558480623539304,0.8814061326699909,0.7672727272727272
"('yeast_me2', 'Logistic Regression', 'Gamma')",0.2640844833269299,0.8805124365656518,0.7672727272727272
"('yeast_me2', 'Random Forest', 'No Sampling')",0.22344322344322345,0.9219742563423272,0.13636363636363638
"('yeast_me2', 'Random Forest', 'SMOTE')",0.42488888888888887,0.9327427782860156,0.4709090909090909
"('yeast_me2', 'Random Forest', 'ADASYN')",0.4600000000000001,0.9316396574600565,0.510909090909091
"('yeast_me2', 'Random Forest', 'Undersampling')",0.27379136992040215,0.9091025161091679,0.9200000000000002
"('yeast_me2', 'Random Forest', 'Oversampling')",0.3639194139194139,0.9369076599675269,0.25636363636363635
"('yeast_me2', 'Random Forest', 'Gamma')",0.39171842650103517,0.9266344963240749,0.41090909090909095
"('yeast_me2', 'SVM', 'No Sampling')",0.0,0.8026870690285325,0.0
"('yeast_me2', 'SVM', 'SMOTE')",0.27636681870225427,0.8785404396047412,0.7272727272727273
"('yeast_me2', 'SVM', 'ADASYN')",0.2796337392240119,0.8750420754411886,0.7854545454545454
"('yeast_me2', 'SVM', 'Undersampling')",0.26830315098887414,0.8856402577466879,0.8618181818181819
"('yeast_me2', 'SVM', 'Oversampling')",0.2892812625557249,0.8752972304857005,0.7872727272727272
"('yeast_me2', 'SVM', 'Gamma')",0.2980360962566845,0.8775462674797486,0.8254545454545456
"('yeast_me2', 'KNN', 'No Sampling')",0.36007893035756816,0.7791044210778135,0.2927272727272727
"('yeast_me2', 'KNN', 'SMOTE')",0.3569948522451732,0.8415711782674087,0.6854545454545454
"('yeast_me2', 'KNN', 'ADASYN')",0.3547286459845794,0.8484504519870374,0.7054545454545456
"('yeast_me2', 'KNN', 'Undersampling')",0.21720798376079845,0.8800465942040221,0.8236363636363636
"('yeast_me2', 'KNN', 'Oversampling')",0.40093851486954935,0.7795582466314173,0.5472727272727272
"('yeast_me2', 'KNN', 'Gamma')",0.3620239788660841,0.8136421117684975,0.6454545454545455
